Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Lead Data Scientist,$95K - $168K (Glassdoor est.),"As a Lead Data Scientist you will provide deep technical and domain expertise across multiple domains including Credit/Risk Modeling, Decision Science in Lending, and a suite of services for Financial Institutions and FinTechs that enable consumers to transact in refined and innovative ways. You will be responsible for developing innovative data science solutions and identifying opportunities to support business and client needs in a quantitative manner and facilitate informed recommendations / decisions.

Role :
Plan and lead data science / machine learning projects within the team

All About You :
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.",4.2,"MasterCard
4.2","Salt Lake City, UT",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
Data Scientist,Employer Provided Salary:$72K - $176K,"Data Scientists develop algorithms and statistical methods that find patterns and relationships in large volumes of data, driving operations and shaping CIA technology investments.
Full time
Starting salary: $72,272 - $176,300*
Higher starting salary possible depending on experience level
Bachelor's degree
Foreign language bonus eligible
About the Job",4.1,"Central Intelligence Agency
4.1","Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist and Computer Engineer,$63K - $141K (Glassdoor est.),"Data Scientist/Machine Learning Engineer
About:
Finastra has opened its global innovation lab for new talents and is looking for an exceptional data scientist to join our Innovation Lab. This team is responsible for performing research and development with regards to artificial intelligence and developing innovative applications from ideation to demo-able products. You should be passionate about digging through data, looking for insights, uncovering trends, making forecasts, and communicating the results. You will collaborate with a multidisciplinary team of software developers, product managers, and engineers all over the world to tackle interesting problems in a wide variety of financial domains.",3.8,"Finastra
3.8","Atlanta, GA",10000+ Employees,2017,Company - Private,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
Data Scientist,Employer Provided Salary:$109K - $191K,"Data Scientist
SFO CA
Direct Hire
Skills: Machine Learning algorithms, TensorFlow, CI, CD, AWS
Job Type: Full-time
Pay: $109,411.00 - $190,604.00 per year
Schedule:
8 hour shift",4.5,"Formac Inc
4.5","San Francisco, CA",51 to 200 Employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$85K - $148K (Glassdoor est.),"FocusKPI is looking for a Data Scientist to work for our client, one of the largest retailers/E-Commerce companies in the US. We are seeking an experienced data science individual contributor to enable deep insights and capabilities to our clients through advanced analytics and machine learning techniques (e.g. predictive modeling, segmentation, etc.) This is a full-time contract position.
Work Location: Remote, until office reopens.
Duration: Six months contract with potential for extension or conversion.
Responsibilities:
Perform hands-on modeling and complex analyses using Python, SQL and/or R",3.4,"FocusKPI Inc.
3.4","San Bruno, CA",51 to 200 Employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1
Sr Data Scientist,$112K - $245K (Glassdoor est.),"Remote, United States
Los Gatos, California
Data Science and Engineering
At Netflix, our mission is to entertain the world. With 200+ million paid members in over 190 countries enjoying TV series, documentaries, and feature films across a wide variety of genres and languages, Netflix is reinventing entertainment from end to end. We are revolutionizing how shows and movies are produced, pushing technological boundaries to efficiently deliver streaming video at a massive scale over the internet, and continuously improving and personalizing how content is presented around the globe.

We are seeking Sr Data Scientists for a range of teams within Data Science and Engineering. From owning experimentation within the Open Connect network, building sophisticated tools on a world-class experimentation platform to provide seamless quality of experience, driving Growth and Membership of Netflix Platform, to unlocking the power of data in highly creative editorial creative space, evaluating the performance and optimizing personalization algorithms to deliver recommendations or building sophisticated experimentation tools - we have a few areas within which we are seeking Data Scientists driven by curiosity and passionate about working with a range of stakeholders.",4.2,"Netflix
4.2","Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Data Scientist - Entry Level,-1,"As a Data Scientist you will be working on consulting side of our business. You will be responsible for analyzing large, complex datasets and identify meaningful patterns that lead to actionable recommendations. You will be performing thorough testing and validation of models, and support various aspects of the business with data analytics.
Ability to do statistical modeling, build predictive models and leverage machine learning algorithms.
This position will combine the typical Data Scientist math and analytical skills, with research, advanced business, communication, and presentation skills.
Primary job location is in Sacramento, but work-from-home option is available.",-1,Numerdox,"Sacramento, CA",-1,-1,-1,-1,-1,-1
Data Scientist / Analytics,Employer Provided Salary:$211K,"Identify valuable data Sources, automated collection processes, structured and unstructured data, analyze large amounts of information, discover trends, algorithms, build predictive models, math degree, anomaly detection, augmented analytics, contribution analysis, programming and coding, deep learning, machine learning, data visualization, write scripts, 5-8 years of experience of data driven, building strategies, SQL. SQL, or Structured Query Language, is the ubiquitous industry-standard database language and is possibly the most important skill for data analysts to know. ... Microsoft Excel. ... Critical Thinking. ... R or Python–Statistical Programming. ... Data Visualization. ... Presentation Skills. ... Machine Learning.
Job Type: Full-time",-1,IQTalent Partners,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist (Remote),$54K - $129K (Glassdoor est.),"Join us as we pursue our vision to eliminate preventable sickness and transform kidney care using AI and data!

At pulseData, we provide value-based healthcare organizations and their care teams a patented data intelligence platform which helps deliver better care at less cost. As a company, we leverage data science and machine learning for Hospitals and Healthcare companies, to identify patients at risk of costly and avoidable medical outcomes.

In this role, you will become a member of pulseData's data science team. You'll work on a suite of data science projects to meet the needs of our clients and get to contribute in massive ways towards a growing organization.",5.0,"pulseData
5.0","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
MACHINE LEARNING DATA SCIENTIST - PYTHON AND R,Employer Provided Salary:$110K - $150K,"Published
February 20, 2022
Location
100% Remote, United States of America
Job Type
Full-time
DESCRIPTION
TITLE: Machine Learning Data Scientist-Python and R
JOB ID: 11070
LOCATION: 100% Remote",-1,InspiHER Tech,Remote,1 to 50 Employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
Senior Data Scientist,$96K - $179K (Glassdoor est.),"Finicity, a Mastercard company, is recognized as a pioneer and leader in Financial Data Access, FinTech, Data Science and Decisioning. Finicity expands financial inclusion and increases financial and data literacy with solutions that provide intelligence and real-time access to financial data.
Our Data Science teams focus on Intelligent Decisioning, Financial Certainty, Attribute, Feature, and Entity Resolution, Verification Solutions, and much more. Join our team to make an impact across all sectors of the economy. Check out Experian Boost, UltraFICO and the recent announcement from Mastercard for more!

The Data Scientist will bring expertise to advance our team’s Production Data Science initiatives. This team is changing industries with advanced Data Science and AI enabled financial interactions and transactions.

About the Role
As a Data Scientist, you will empower consumers and businesses to create value and growth. You will own and design models, and will work to deploy solutions to Financial Institutions, FinTechs, Small and Medium Businesses, Large Enterprises, Consumers, as well as Government Agencies, and related Ecosystems. This role will be primarily focused on creating services for transaction classification, categorization and tagging capabilities and solutions. These solutions include lending, decisioning, financial management, and payment services. The underlying services supporting these solutions involve Verification, Entity Resolution, Attribute, Temporal Analysis, and more. Primary responsibilities for this Data Scientist will include the following:

Plan and direct data science / machine learning projects within the team.
Lead, mentor and grow data science teams focused on developing production-grade services and capabilities.
Design and implement machine learning models for a number of financial applications, including but not limited to: Transaction Classification, Temporal Analysis, and Risk modeling, from structured and unstructured data.
Measure, validate, implement, monitor, and improve performance of both internal and external facing machine learning models.
Analyze massive amounts of data to provide insights
Propose creative solutions to existing challenges that are new to the company, the financial industry, and to the field of data science.
Present findings to business leaders internally and externally.
Leverage best practices in machine learning and data engineering to develop scalable solutions.
Gain insights from text, including non-language tokens and use the thought process of image annotations in text analysis.

All About You

Advanced academic knowledge and study of Computer Science, Data Science, Econometrics, Mathematics, Statistics, or similar field of study.
Commercial machine/deep learning and modeling experience. Combinations of Software/Data Engineering may be considered with sufficient ML experience.
Strong understanding of statistical modeling, NLP, visualization, and advanced data science techniques/methods.
Mid to senior level Python coding experience
Excellent written and oral communication skills across both technical & non-technical topics.
Experience in leading projects and mentoring teams of data scientists and analysts
Senior level software development, data science or data engineering programming will be highly useful
Exposure to financial transactional structured and unstructured data, transaction classification, risk evaluation and credit risk modeling will offer a key advantage in this role
A strong understanding of Natural Language Understanding, Computer Vision, Statistical Modeling, Visualization, and advanced Data Science techniques/methods
SQL / Database experience is preferred
Experience with Kubernetes, Containers, Docker, REST APIs, Event Streams or other delivery mechanisms
Experience in applying a wide range of machine learning algorithms to real life problems
Familiarity with relevant technologies (e.g. Tensorflow, Sklearn, Pandas, etc.)
Strong ability to interpret, analyze and visualize large amounts of data
Demonstrated ability and desire to develop creative solutions through collaborative processes and approaches
Ability to work independently as well as in a team environment",4.2,"MasterCard
4.2","Salt Lake City, UT",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
Data Scientist I,$81K - $148K (Glassdoor est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Data Scientist I
Who is Mastercard?

We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of Priceless®. We ensure every employee has opportunity to be a part of something bigger and to change lives. We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.

Mastercard Launch is a full-time graduate development program designed to build the skills we leverage most as an innovator in the payments space, connects employees in enriching ways, and immerses new talent into our Doing Well by Doing Good culture. This program is meant for those who dare to be greater and those who wish to make a real impact in the world. Eligibility requires degree completion of a bachelor’s or master’s degree in Fall 2021 or Spring 2022.



Data Scientist Overview:


Responsibilities

All about You:",4.2,"MasterCard
4.2","O'Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
Data Scientist IV,Employer Provided Salary:$73 Per Hour,"Job Responsibilities:
Collaborate with researchers and engineers to build AR/VR experiments that explore novel technologies, interface concepts, and models.
Explore and train machine learning models.
Build and maintain model training and evaluation pipelines.
Analyze quantitative data from experiments to draw insights on core research problems.
Write reports documenting research findings.
Minimum Qualifications:",-1,Nexintech Inc.,"Redmond, WA",1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,$83K - $165K (Glassdoor est.),"As the tech firm that created the mobile world, and with more than 54,000 patents to our name, we’ve made it our business to make a mark. When joining our team at Ericsson you are empowered to learn, lead and perform at your best, shaping the future of technology. This is a place where you're welcomed as your own perfectly unique self, and celebrated for the skills, talent, and perspective you bring to the team. Are you in?
Come, and be where it begins.

Our Exciting Opportunity:
We are now looking for a Data Engineer to analyze, visualize, model the data in our various systems used in the Networks team. These include network optimization systems, project planning, scheduling, site information systems amongst many.",4.0,"Ericsson
4.0","Plano, TX",10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Scientist,Employer Provided Salary:$79K,"At Shipt, we are transforming the grocery shopping experience and giving time back to consumers. Shipt shoppers handpick fresh groceries and household essentials, then deliver them to your door in as little as one hour.
NOTICE OF FILING
TITLE: Data Scientist
SALARY: $78,936.00/year
DUTIES: This Data Scientist position will report to the Data Science Manager for Member and Product Personalization to develop machine learning backed systems for product recommendations and search. They will perform a wide variety of tasks including development of statistical models and online experiments. They make sense of data collected across our web and mobile apps and finding relationships as they relate to member behavior, product development, and profitability. The ideal candidate will be data-driven, intellectually curious, and a clear communicator.",4.0,Shipt,"San Francisco, CA",1001 to 5000 Employees,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable
Data Scientist,$76K - $137K (Glassdoor est.),"Position Summary
Samsung Austin Semiconductor is one of the most advanced semiconductor manufacturing facilities in the world with more than 3,000 employees and 2.45 million square feet of floor space. Samsung Austin Semiconductor has broad semiconductor process technology offerings serving customers in various application areas including mobile, consumer, networking/high performance computing, Internet of Things, RF and automotive.

Since 1996, its parent company, Samsung Electronics Co., Ltd has invested approximately $17 billion in Samsung Austin Semiconductor’s Austin, Texas campus, making it one of the largest direct foreign investments in United States history. Samsung Austin Semiconductor is a premier employer who provides a great place to work, as well as advanced and upskilled training to thriving employees. Visit www.samsung.com/us/sas.

Samsung Austin Semiconductor strives to be the World's Best Foundry.

As a Data Scientist at SAS, you will be involved in the entire lifecycle of projects that help improve factory outcomes such as yield, output, and cost reduction. The Data Science team is responsible for building large-scale analysis programs that derive business insights from extremely complex data sources, as well as implementing solutions based on those insights. Working with an experienced team will provide access to a wide range of knowledge in areas such as data analysis, semiconductor manufacturing, and process optimization. The ideal candidate has a strong coding and statistical background as well as hands on experience implementing solutions that utilize the full data science cycle including data extraction, cleaning, exploration, and machine learning.",3.3,"Samsung Electronics
3.3","Austin, TX",1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,Employer Provided Salary:$76K - $148K,"Announcement
Open Date
12/20/2021

Requisition Number
PRN28779B

Job Title
Data Scientist

Working Title",4.3,"University of Utah
4.3","Salt Lake City, UT",10000+ Employees,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
Data Scientist,Employer Provided Salary:$68 - $72 Per Hour,"Position: Data Scientist
The Surplus Line Association of California (SLA) operates as a private, 501(c)(6) not-for-profit organization governed by a plan of operation approved by both the California Department of Insurance (CDI) and the SLA Board of Directors.
Working with its members and the CDI, the Association assists its members’ compliance with California laws and regulations; helps maintain a healthy, fair, and competitive surplus line marketplace in California; and strives to protect the interests of California insurance consumers.
We are currently seeking a Data Scientist to join our team.",5.0,"zb.io
5.0","San Ramon, CA",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
Data Scientist,$72K - $147K (Glassdoor est.),"Scripps Health Administrative Services supports our five hospitals and 19 outpatient facilities, which treat half a million patients annually through 2,600 affiliated physicians.
At Scripps Health, you will experience the pride, support, respect that has been repeatedly recognized as one of the nation’s Top 100 Places to work.

You’ll be surrounded by people committed to making a difference in the lives of their patients and their teammates. So if you’re open to change, go ahead and unlock your potential.
The Data Scientist performs advanced integrated comprehensive reporting, consultative, and analytical expertise to provide data and information to internal and external stakeholders. Provides strategies to drive continuous improvement and strategic change for stakeholders. Assists with developing methodologies, performing analysis, summarizing results and developing conclusions for project teams, leaders, and internal and external stakeholders.",4.0,"Scripps Health
4.0","San Diego, CA",10000+ Employees,1924,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Scientist,$82K - $161K (Glassdoor est.),"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The Team
The AIML (Artificial Intelligence and Machine Learning) team contributes to the vitality and growth of the organization through researching and building complex, cutting edge and scalable AI algorithms, models, platforms and technologies to significantly improve customer experience and drive business results. Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms and technology relevant to the business or customer experience issue at hand.",4.2,"Fidelity Investments
4.2","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist II,$88K - $160K (Glassdoor est.),"The Cyber and Intelligence Platform Data Science team is responsible for creating deep learning Artificial Intelligence (A.I.) and Machine Learning (M.L.) models. The models generated are production ready and created to back specific products in Mastercard’s authentication and authorization networks. The Data Science team is also responsible for developing automated processes for creating models covering all modeling steps, from data extraction up to delivery. In addition, the processes are must be designed to scale, to be repeatable, resilient, and industrialized.

You will be joining a team of Data Scientists working on innovative A.I. and M.L. fraud detection and anti-money laundering solutions. Our innovative cross-channel AI solutions are applied in Fortune 500 companies in industries such as fin-tech, investment banking, biotech, healthcare, and insurance. We are pursuing a highly motivated individual with strong problem-solving skills to take on the challenge of structuring and engineering data and cutting-edge A.I. model evaluation and reporting processes.

Role
As a Data Scientist, you will:



All About You

Essential Skills:
o Spark ML
o TensorFlow
o Scikit Learn

Nice to have:
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.",4.2,"MasterCard
4.2","O'Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
Data Scientist,-1,"About thredUP:
thredUP is transforming resale with technology and a mission to inspire a new generation of consumers to think secondhand first. By making it easy to buy and sell secondhand, thredUP has become one of the world’s largest resale platforms for women’s and kids’ apparel, shoes and accessories. Sellers love thredUP because we make it easy to clean out their closets and unlock value for themselves or for the charity of their choice while doing good for the planet. Buyers love shopping value, premium and luxury brands all in one place, at up to 90% off estimated retail price. Our proprietary operating platform is the foundation for our managed marketplace and consists of distributed processing infrastructure, proprietary software and systems and data science expertise. In 2018, we extended our platform with thredUP’s Resale-As-A-Service (RaaSⓇ), which facilitates modern resale for a number of the world’s leading brands and retailers. thredUP has processed over 125 million unique secondhand items from 35,000 brands across 100 categories. By extending the life cycle of clothing, thredUP is changing the way consumers shop and ushering in a more sustainable future for the fashion industry.",3.6,"thredUP Inc
3.6",Remote,1001 to 5000 Employees,2009,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
Data Scientist,$58K - $124K (Glassdoor est.),"It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
Data Scientist
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",3.3,"Grand Casino
3.3","Onamia, MN",1001 to 5000 Employees,1991,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Data Scientist I,$60K - $115K (Glassdoor est.),"JOB SUMMARY:
Professional position, which writes software utilizing analytics and machine learning to the achieve business goals and objectives of the company. Works under immediate supervision. Demonstrates clear and working knowledge and concepts of software development, data science and learning algorithms. Responsible for the internal application programming and analysis of requirements using various technologies.
ESSENTIAL FUNCTIONS:
At Safety National, we live by the following five core values: Relationships, Integrity, Teamwork, Balance and Stability. Our Core Values serve as the fundamental foundation of our corporate culture and drive our interactions, both internally and externally. An essential function of all Safety National positions is to fully embrace and represent these core values in our daily work life and relationships.
Demonstrates up-to-date expertise in Software Engineering and applies this to the development, execution, and improvement of action plans with supervision by the Senior Data Scientists or Supervisor.
Implements most recent algorithms and approaches for machine learning in collaboration with our data analysts, actuaries, claims experts and underwriters with supervision by the Senior Data Scientists or Supervisor.
Assists more experienced and/or Senior Data Scientists in designing best architecture and selecting the most appropriate modeling techniques and data visualization for big data analysis.
Participates in projects in the area of prediction, optimization, and processes using advanced statistical / mathematical approaches, in the enterprise environment under supervision of Senior Data Scientists.
Responsible for timely achievement of milestones and project completion.",3.7,"Safety National
3.7","February, TN",201 to 500 Employees,1942,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD)
Data Scientist,-1,"ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven data science culture where members are empowered to deliver impact through end-to-end model development. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. As a $2B+ company, our growing business is looking for data scientists to join us in the revolutionization of retail.",3.1,"Stitch Fix
3.1",California,10000+ Employees,2011,Company - Public,Other Retail Stores,Retail,$2 to $5 billion (USD)
